time;latitude;longitude;velocity
2025-08-23T19:26:06.016Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:11.004Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:16.015Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:21.004Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:23.004Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:26.010Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:31.008Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:36.002Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:41.008Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:42.010Z;46.7time;latitude;longitude;velocity
2025-08-23T19:26:06.016Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:11.004Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:16.015Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:21.004Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:23.004Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:26.010Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:31.008Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:36.002Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:41.008Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:42.010Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:46.010Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:50.008Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:51.004Z;46.711599;7.9643017;0.0
2025-08-23T19:26:56.006Z;46.711599;7.9643019;0.0
2025-08-23T19:27:01.003Z;46.711599;7.9643019;0.0
2025-08-23T19:27:03.002Z;46.711599;7.9643019;0.13
2025-08-23T19:27:06.002Z;46.7115496;7.9643029;2.63
2025-08-23T19:27:07.011Z;46.711514;7.9643016;3.29
2025-08-23T19:27:11.017Z;46.7113441;7.9642923;5.24
2025-08-23T19:27:16.021Z;46.7111087;7.9642115989;7.9643017;0.0
2025-08-23T19:26:46.010Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:50.008Z;46.7115989;7.9643017;0.0
2025-08-23T19:26:51.004Z;46.711599;7.9643017;0.0
2025-08-23T19:26:56.006Z;46.711599;7.9643019;0.0
2025-08-23T19:27:01.003Z;46.711599;7.9643019;0.0
2025-08-23T19:27:03.002Z;46.711599;7.9643019;0.13
2025-08-23T19:27:06.002Z;46.7115496;7.9643029;2.63
2025-08-23T19:27:07.011Z;46.711514;7.9643016;3.29
2025-08-23T19:27:11.017Z;46.7113441;7.9642923;5.24
2025-08-23T19:27:16.021Z;46.7111087;7.9642649;5.75
2025-08-23T19:27:21.016Z;46.7108502;7.9642359;5.79
2025-08-23T19:27:26.010Z;46.710582;7.9642029;6.16
2025-08-23T19:27:31.021Z;46.7102868;7.9641751;7.17
2025-08-23T19:27:36.014Z;46.7099168;7.9641332;9.47
2025-08-23T19:27:40.021Z;46.7095764;7.9640933;9.26
2025-08-23T19:27:41.003Z;46.7095068;7.9640858;9.04
2025-08-23T19:27:46.005Z;46.7091523;7.9640398;7.54
2025-08-23T19:27:51.010Z;46.7088792;7.96381;7.16
2025-08-23T19:27:56.021Z;46.7087648;7.9633509;7.95
2025-08-23T19:28:00.018Z;46.7086487;7.9629794;7649;5.75
2025-08-23T19:27:21.016Z;46.7108502;7.9642359;5.79
2025-08-23T19:27:26.010Z;46.710582;7.9642029;6.16
